iter	Logloss
199	0.07526884892
200	0.07504247144
201	0.07478164194
202	0.0745352296
203	0.07431112384
204	0.07419402118
205	0.07389635847
206	0.07352527567
207	0.07323626189
208	0.0729950567
209	0.0727708483
210	0.07266574056
211	0.07246876533
212	0.07231253722
213	0.07209732671
214	0.07176096963
215	0.07144861606
216	0.07121129057
217	0.07078665832
218	0.07062380667
219	0.07043584302
220	0.07017421295
221	0.06991943907
222	0.06981040373
223	0.0695652162
224	0.06941321677
225	0.06909928258
226	0.06883897311
227	0.06864394115
228	0.06851212027
229	0.06839668034
230	0.06807968755
231	0.06782152663
232	0.06762017904
233	0.067483021
234	0.06730829761
235	0.06709299815
236	0.06694331832
237	0.06679561598
238	0.06651941137
239	0.06627161685
240	0.06613525938
241	0.06596571576
242	0.06576412184
243	0.06547913829
244	0.06523595562
245	0.06506049323
246	0.06477185579
247	0.0645924658
248	0.06435489398
249	0.06416795671
250	0.06397566859
251	0.06369459896
252	0.06347073268
253	0.06330985168
254	0.06321258545
255	0.06306935126
256	0.06290887396
257	0.06273278206
258	0.06255271467
259	0.06238232258
260	0.06209722271
261	0.06190129438
262	0.06173330401
263	0.06151233211
264	0.06139119922
265	0.06119772051
266	0.06098103203
267	0.06082908049
268	0.0606869411
269	0.06053681652
270	0.06027372215
271	0.06014445352
272	0.06000550959
273	0.0598116477
274	0.05975275425
275	0.05961992067
276	0.05946217353
277	0.05929755651
278	0.05911666802
279	0.05891912486
280	0.05882568359
281	0.05867398523
282	0.05852011095
283	0.05843962939
284	0.05818218693
285	0.05806125932
286	0.05784647989
287	0.05774716775
288	0.05763066724
289	0.05752410889
290	0.05732662389
291	0.05724084965
292	0.05708487814
293	0.05691350415
294	0.05675998568
295	0.05665452897
296	0.05643386499
297	0.05632518546
298	0.05616261777
299	0.05605794453
300	0.05593711956
301	0.05580221954
302	0.05559635932
303	0.0555164799
304	0.05532368887
305	0.05519182693
306	0.05508094069
307	0.05497546004
308	0.0548812832
309	0.05478511519
310	0.05460316953
311	0.05447590233
312	0.05434070125
313	0.05414139957
314	0.05402420454
315	0.05391715353
316	0.05384071247
317	0.05374628931
318	0.0536129186
319	0.05352500608
320	0.05340657598
321	0.05326916477
322	0.05321510897
323	0.05314909246
324	0.05304599642
325	0.05292976961
326	0.05286955213
327	0.0527620461
328	0.05260087086
329	0.0525243169
330	0.0524746232
331	0.05233547741
332	0.05220960951
333	0.05215105818
334	0.05206483918
335	0.05190445767
336	0.05182083883
337	0.05168523746
338	0.05155624595
339	0.05140170452
340	0.05131093183
341	0.05122357698
342	0.05114791939
343	0.05103349899
344	0.05095780377
345	0.05075401682
346	0.05065255272
347	0.05057140402
348	0.05048638588
349	0.05039784384
350	0.05026842468
351	0.05019500459
352	0.05012683954
353	0.04999993842
354	0.04996269466
355	0.0498865444
356	0.04980305214
357	0.04968766696
358	0.0495836677
359	0.0494681662
360	0.04940119859
361	0.04928551233
362	0.04914741345
363	0.04907964185
364	0.04900701891
365	0.04892017724
366	0.04878405242
367	0.04859458
368	0.0484737516
369	0.04835818509
370	0.04827070022
371	0.04815604035
372	0.04806667379
373	0.04785813131
374	0.04770453757
375	0.04760632707
376	0.04749275173
377	0.04740183877
378	0.04728593356
379	0.04718338492
380	0.04710758021
381	0.04699067257
382	0.04690885672
383	0.04666433976
384	0.04655405224
385	0.04644668648
386	0.04631734258
387	0.04616225717
388	0.04608377363
389	0.04597994544
390	0.04590180059
391	0.04582852077
392	0.0457394416
393	0.04561322473
394	0.0454791595
395	0.0454060268
396	0.04532400567
397	0.04520335518
398	0.04512903188
399	0.0450308077
400	0.04497498996
401	0.04491239129
402	0.04479956862
403	0.044664152
404	0.04462557053
405	0.04450008923
406	0.04446487427
407	0.044402823
408	0.04433595119
409	0.04418256956
410	0.04408627497
411	0.04401880786
412	0.0439812425
413	0.04390646759
414	0.04386717108
415	0.04381270473
416	0.04371837394
417	0.04365327775
418	0.04364232632
419	0.0435408109
420	0.0434211423
421	0.04330024206
422	0.04323070167
423	0.04319891823
424	0.04310359527
425	0.04306422349
426	0.04295260511
427	0.0429003352
428	0.04278934975
429	0.04275555119
430	0.04261979586
431	0.04252391182
432	0.04249552226
433	0.04235799473
434	0.04228114312
435	0.04218368872
436	0.04208001791
437	0.04204289731
438	0.04198720958
439	0.04186628538
440	0.04174984303
441	0.04169372764
442	0.041609144
443	0.0415368666
444	0.04149470308
445	0.04145614213
446	0.04134184833
447	0.04121820766
448	0.04114167423
449	0.04110096816
450	0.04102906026
451	0.04089396524
452	0.04077502879
453	0.04069796164
454	0.04062261881
455	0.04049101688
456	0.04042562989
457	0.04036272673
458	0.04026980208
459	0.04019349102
460	0.0401435681
461	0.04003984939
462	0.03996876943
463	0.0399038101
464	0.03983009236
465	0.0397662073
466	0.039707307
467	0.03958027245
468	0.0394786236
469	0.03943968632
470	0.03929449518
471	0.03923580016
472	0.03917369073
473	0.03909500533
474	0.0389952929
475	0.03888173467
476	0.03878448897
477	0.03869220409
478	0.03859159187
479	0.0385292498
480	0.03844217891
481	0.03835530645
482	0.0383285283
483	0.03828295378
484	0.03822942486
485	0.03817368238
486	0.03812253807
487	0.03807221827
488	0.03798206141
489	0.03786146224
490	0.03780547685
491	0.03775193424
492	0.03770321217
493	0.03754965949
494	0.03752552939
495	0.03748926411
496	0.03743434273
497	0.0372745531
498	0.03721995674
499	0.037087869
500	0.03705136423
501	0.03701030577
502	0.0369428284
503	0.03688915578
504	0.03684565112
505	0.03679868074
506	0.0367462774
507	0.0366755122
508	0.03664201813
509	0.03659696707
510	0.03655739002
511	0.03645859791
512	0.0363968785
513	0.03634438964
514	0.03630196952
515	0.03624835506
516	0.03619865794
517	0.03615076039
518	0.03608880492
519	0.03602530646
520	0.03597484982
521	0.03592899819
522	0.03583068506
523	0.03575921166
524	0.0357266687
525	0.0356174144
526	0.03559535416
527	0.03556916789
528	0.0355133604
529	0.0354648094
530	0.03542120553
531	0.0353700099
532	0.03534181193
533	0.03528820431
534	0.03521070267
535	0.03517463239
536	0.03513565406
537	0.03499710015
538	0.03496997645
539	0.0349134813
540	0.03488439722
541	0.03484690029
542	0.03475379431
543	0.03471655739
544	0.03465148173
545	0.03460812761
546	0.03457362427
547	0.03452522723
548	0.03443420479
549	0.03438834973
550	0.03436360381
551	0.03430795712
552	0.03424019236
553	0.03420221987
554	0.03412887163
555	0.03409072808
556	0.03405584498
557	0.03402049659
558	0.03397885652
559	0.03392560813
560	0.03389102611
561	0.03384625901
562	0.03381535483
563	0.03378295898
564	0.0337161077
565	0.03356807007
566	0.03350691175
567	0.03349663431
568	0.03346752971
569	0.03343182209
570	0.03336377678
571	0.03327262434
572	0.03322924627
573	0.03309625189
574	0.03305822809
575	0.03298588911
576	0.03294889852
577	0.03291675243
578	0.03288554033
579	0.0328328633
580	0.03276690154
581	0.03273060888
582	0.03269230453
583	0.03262927137
584	0.0325402093
585	0.03245217704
586	0.03232575831
587	0.0323047655
588	0.03228652338
589	0.03222585772
590	0.03217906866
591	0.03205494218
592	0.03203276219
593	0.03197660917
594	0.03194689558
595	0.03187406737
596	0.03182546162
597	0.0317996859
598	0.03177444047
599	0.03171136967
600	0.03158440355
601	0.03154980441
602	0.03147571376
603	0.03146566896
604	0.03137743826
605	0.03134865183
606	0.031285865
607	0.0312572599
608	0.03123821036
609	0.03115768775
610	0.0311042683
611	0.03098358702
612	0.03095630594
613	0.03089656744
614	0.03086048006
615	0.03082092011
616	0.03074316187
617	0.03071664032
618	0.03065747659
619	0.0306316735
620	0.03062271666
621	0.0305689585
622	0.03051700335
623	0.03044023728
624	0.0303829176
625	0.03027588027
626	0.03017721133
627	0.03014838385
628	0.03012088382
629	0.03006374205
630	0.03002061373
631	0.02997874102
632	0.02990167045
633	0.02984042317
634	0.02973284871
635	0.02968714077
636	0.02965526495
637	0.02963404634
638	0.02958380524
639	0.02956397908
640	0.02944770437
641	0.02939841779
642	0.02931668748
643	0.02928598173
644	0.02925807115
645	0.02917943022
646	0.02907712107
647	0.02905530031
648	0.02896076425
649	0.02892663041
650	0.02888369368
651	0.02878299593
652	0.02873986077
653	0.02870408131
654	0.02863154048
655	0.02857249649
656	0.02852134191
657	0.02846002279
658	0.02843510923
659	0.0283938472
660	0.02836527461
661	0.02831895939
662	0.02828106388
663	0.02826351286
664	0.02820275482
665	0.02810714619
666	0.02807226309
667	0.02799913723
668	0.02794146859
669	0.02791419778
670	0.02788548662
671	0.02785190189
672	0.02781558529
673	0.02778063376
674	0.02776442558
675	0.02772417795
676	0.02770965131
677	0.02760941886
678	0.02758321719
679	0.02751493924
680	0.02747715835
681	0.02742868432
682	0.02739557856
683	0.02736336747
684	0.02733340584
685	0.02727932096
686	0.02727223212
687	0.02723236255
688	0.02716735703
689	0.02715522869
690	0.02710908625
691	0.0270843848
692	0.02703780786
693	0.02701520706
694	0.0269901498
695	0.02690419595
696	0.02682322344
697	0.02673088724
698	0.02672495136
699	0.02668954139
700	0.02666042311
701	0.0266242981
702	0.02656030013
703	0.02651643625
704	0.0264927167
705	0.02645744358
706	0.02642629991
707	0.02635653714
708	0.02632170707
709	0.02627837519
710	0.02625229669
711	0.02622779538
712	0.02620081538
713	0.02617130023
714	0.02612752187
715	0.02606699477
716	0.02606063809
717	0.02603536016
718	0.02601161153
719	0.02598699732
720	0.02596400308
721	0.02592486052
722	0.02589690546
723	0.02585874481
724	0.02583435469
725	0.02581306765
726	0.02578615266
727	0.02576390596
728	0.02568369981
729	0.02563320895
730	0.02561881574
731	0.02556715311
732	0.02554386977
733	0.02550636942
734	0.02543607635
735	0.02541457206
736	0.0253819162
737	0.02532779369
738	0.02526417206
739	0.02524125651
740	0.0252135512
741	0.02515375112
742	0.02509668804
743	0.02509145352
744	0.02507078573
745	0.02502564913
746	0.02501177253
747	0.02496430778
748	0.02491632641
749	0.02484249406
750	0.02480698658
751	0.02477144831
752	0.02474984823
753	0.02472884174
754	0.02467795915
755	0.02465709464
756	0.02463671766
757	0.02462064974
758	0.024615718
759	0.02457854438
760	0.02452970941
761	0.02450971047
762	0.02446270588
763	0.02444015982
764	0.02442566739
765	0.02436457065
766	0.02431336818
767	0.0242739485
768	0.02424361738
769	0.02418376769
770	0.02416909564
771	0.02414984767
772	0.02412399839
773	0.02410995415
774	0.02409340555
775	0.02406848172
776	0.02402414057
777	0.02401740925
778	0.02401023146
779	0.02398382623
780	0.02395351564
781	0.02392857984
782	0.02386395578
783	0.02381578796
784	0.02378659612
785	0.02377571824
786	0.02376185362
787	0.02371865345
788	0.02367255036
789	0.02364467912
790	0.02358948233
791	0.02357137706
792	0.02352420824
793	0.02347269443
794	0.02341843165
795	0.02336845056
796	0.02335593561
797	0.0233070938
798	0.02327812263
799	0.02325101091
800	0.02323350436
801	0.02322928938
802	0.02318569748
803	0.02315958134
804	0.0231478396
805	0.02311251345
806	0.02303657019
807	0.0230149205
808	0.02299699997
809	0.02297075212
810	0.02296601197
811	0.02294585566
812	0.02293096294
813	0.02290590911
814	0.02288792358
815	0.02283670742
816	0.02278214527
817	0.0227324242
818	0.02266928497
819	0.02265343773
820	0.02263805235
821	0.02260322742
822	0.02257581292
823	0.02255500828
824	0.02253743159
825	0.02251999175
826	0.02251146257
827	0.02250009374
828	0.02248473574
829	0.02243291744
830	0.02235949221
831	0.0223434893
832	0.02233417665
833	0.02231053408
834	0.02229791821
835	0.02227305596
836	0.02226229612
837	0.02224457061
838	0.02221682425
839	0.02218399048
840	0.022157835
841	0.02214694857
842	0.0221097835
843	0.02208558155
844	0.02204489259
845	0.02204080077
846	0.02200091922
847	0.02193235902
848	0.02191519288
849	0.0218793621
850	0.02181182314
851	0.02178789147
852	0.02177094259
853	0.02171926798
854	0.02170408446
855	0.02168978362
856	0.0216796396
857	0.02166118536
858	0.02164367881
859	0.02162964483
860	0.02158799449
861	0.02156915365
862	0.0215482823
863	0.02153210832
864	0.02151874149
865	0.02149409136
866	0.021474024
867	0.0214438092
868	0.02139756754
869	0.02137442619
870	0.02135982257
871	0.02131465005
872	0.02129274719
873	0.02125198296
874	0.02123522566
875	0.02122095903
876	0.02121243327
877	0.02118600238
878	0.02117115243
879	0.02115213026
880	0.02113644382
881	0.0211134205
882	0.0210660618
883	0.021056484
884	0.02103902363
885	0.02102237411
886	0.02100624632
887	0.02096321038
888	0.02094716299
889	0.0209197998
890	0.02085785802
891	0.02085012256
892	0.02084021804
893	0.0207791863
894	0.02075036224
895	0.02074321524
896	0.02072406478
897	0.02072023469
898	0.02071256082
899	0.02069577615
900	0.02067415554
901	0.02064856114
902	0.02062946713
903	0.02060841103
904	0.02058661936
905	0.02058223502
906	0.02058103758
907	0.02056149196
908	0.02054246466
909	0.02050482232
910	0.0204896063
911	0.02046869731
912	0.02044905932
913	0.02039979156
914	0.02039095447
915	0.02036331074
916	0.0203287749
917	0.02031091938
918	0.02029636537
919	0.02026960262
920	0.02025229963
921	0.02023402158
922	0.0202135642
923	0.02019954391
924	0.02017420782
925	0.02016867052
926	0.02016067163
927	0.0201066432
928	0.02007221171
929	0.02005431513
930	0.02004430283
931	0.02002666969
932	0.01999644805
933	0.01996235014
934	0.01995882796
935	0.01994680225
936	0.01992829498
937	0.0199138419
938	0.01989365308
939	0.01986004269
940	0.01985472949
941	0.01983891303
942	0.01982254234
943	0.01979713098
944	0.0197787195
945	0.01977249967
946	0.01976031658
947	0.01973898165
948	0.01970212107
949	0.01968787155
950	0.01964417701
951	0.01963900921
952	0.01962221428
953	0.0196072309
954	0.01960048932
955	0.01956189074
956	0.01950679659
957	0.01948943715
958	0.01948666423
959	0.01946763864
960	0.01943079859
961	0.01942347882
962	0.01941849918
963	0.01940499892
964	0.01939254898
965	0.01935233386
966	0.01933917229
967	0.01932239618
968	0.01931120355
969	0.01929263812
970	0.01926115062
971	0.01925663627
972	0.01922299167
973	0.01918277484
974	0.01916772132
975	0.01915688451
976	0.01913475413
977	0.01909808514
978	0.01909020428
979	0.01907651585
980	0.01904265057
981	0.01902968916
982	0.01899421418
983	0.01898873162
984	0.01897702752
985	0.01896436717
986	0.0189290701
987	0.01888896788
988	0.01888117085
989	0.01887979208
990	0.01887148699
991	0.01886383536
992	0.0188207977
993	0.01878313484
994	0.01877033422
995	0.0187385713
996	0.01870388151
997	0.01868197864
998	0.01866612969
999	0.01861644112
1000	0.01860612946
1001	0.01860146287
1002	0.01858943375
1003	0.01857546135
1004	0.01855247737
1005	0.01853819022
1006	0.0185292847
1007	0.01850852795
1008	0.01849743967
1009	0.01847157671
1010	0.01846382073
1011	0.01844596863
1012	0.01842727661
1013	0.01842282214
1014	0.01838912964
1015	0.01837632731
1016	0.0183716094
1017	0.01835637285
1018	0.01834662057
1019	0.01831367732
1020	0.018281769
1021	0.01826522211
1022	0.01824538911
1023	0.01823470454
1024	0.01822717265
1025	0.01821209347
1026	0.01819998908
1027	0.01819048484
1028	0.01817433481
1029	0.01815484393
1030	0.01812335985
1031	0.01810585159
1032	0.01804934959
1033	0.01801035757
1034	0.01800317123
1035	0.01798634208
1036	0.01797600306
1037	0.01797181544
1038	0.01792886161
1039	0.01789179575
1040	0.01787959385
1041	0.01785026858
1042	0.01783664857
1043	0.01782007773
1044	0.01781325918
1045	0.01780403719
1046	0.01777536195
1047	0.01775842846
1048	0.01775842846
1049	0.01774430211
1050	0.01771916787
1051	0.01768013993
1052	0.01766565263
1053	0.01764724458
1054	0.01762011917
1055	0.01760812939
1056	0.01760104397
1057	0.01759701374
1058	0.01757782906
1059	0.01754681369
1060	0.01750651646
1061	0.01748581959
1062	0.01746213254
1063	0.01745413879
1064	0.01741955676
1065	0.01740954617
1066	0.01737278139
1067	0.01735431346
1068	0.01734138455
1069	0.01731738445
1070	0.01729907733
1071	0.01727736948
1072	0.01724787314
1073	0.01721985137
1074	0.01720835596
1075	0.0171903978
1076	0.01717752192
1077	0.01715811144
1078	0.01714023539
1079	0.01713257178
1080	0.01711543472
1081	0.01711033706
1082	0.01710268371
1083	0.01710270082
1084	0.0170810306
1085	0.01706625592
1086	0.01705807057
1087	0.01704873397
1088	0.01703692552
1089	0.01703630798
1090	0.01700919113
1091	0.01699175813
1092	0.01697841353
1093	0.01696584727
1094	0.01696583872
1095	0.01695259334
1096	0.01693362078
1097	0.01691730311
1098	0.01689139909
1099	0.01688876302
1100	0.01688022186
1101	0.01687747972
1102	0.01687109567
1103	0.01685513039
1104	0.0168447178
1105	0.01682993628
1106	0.01682719072
1107	0.01679400457
1108	0.01678091828
1109	0.01676053445
1110	0.01671926729
1111	0.01671143605
1112	0.01666456659
1113	0.01663995067
1114	0.01662321561
1115	0.01661232918
1116	0.01661171678
1117	0.01658580763
1118	0.01657502555
1119	0.01656115579
1120	0.01654850057
1121	0.01653601642
1122	0.01649949625
1123	0.01647503943
1124	0.01646346704
1125	0.01645386358
1126	0.01642818708
1127	0.01640426054
1128	0.01637909722
1129	0.01636667294
1130	0.01633755295
1131	0.01631442699
1132	0.01629452214
1133	0.01627869884
1134	0.01627361999
1135	0.01626684078
1136	0.01625478428
1137	0.01623488969
1138	0.01623489654
1139	0.0162210952
1140	0.01619404677
1141	0.01618240425
1142	0.01616905452
1143	0.01614863648
1144	0.01612889927
1145	0.0161213383
1146	0.01611335139
1147	0.0161044202
1148	0.01609137326
1149	0.01606373979
1150	0.01604034013
1151	0.01601840477
1152	0.01598853039
1153	0.01596935939
1154	0.01595601137
1155	0.01594210569
1156	0.01592266955
1157	0.01588013311
1158	0.01587631499
1159	0.01586798082
1160	0.015844523
1161	0.01583424384
1162	0.01581295852
1163	0.01580856392
1164	0.01579652111
1165	0.01578489569
1166	0.01577898718
1167	0.01575385979
1168	0.01574438121
1169	0.01573791504
1170	0.01570466388
1171	0.01569810192
1172	0.01568384555
